,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
267252,133707,Berta Zahourek (-Blaha),F,16.0,,,Austria,AUT,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
267259,133711,Petra Zahrl,F,19.0,169.0,60.0,Austria,AUT,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Butterfly,
267260,133711,Petra Zahrl,F,23.0,169.0,60.0,Austria,AUT,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Butterfly,
267298,133727,Lisa Zaiser,F,17.0,174.0,63.0,Austria,AUT,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Individual Medley,
267299,133727,Lisa Zaiser,F,21.0,174.0,63.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,
267404,133787,Larisa Zakharova,F,17.0,170.0,63.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Individual Medley,
267405,133787,Larisa Zakharova,F,17.0,170.0,63.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Individual Medley,
267406,133787,Larisa Zakharova,F,17.0,170.0,63.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
267557,133854,Ermelinda Zamba,F,22.0,176.0,63.0,Mozambique,MOZ,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 50 metres Freestyle,
267602,133879,frica Zamorano Sanz,F,18.0,170.0,58.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
267603,133879,frica Zamorano Sanz,F,18.0,170.0,58.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,
267604,133879,frica Zamorano Sanz,F,18.0,170.0,58.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,
267902,134037,Marina Zarma,F,18.0,,,Cyprus,CYP,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Freestyle,
267903,134037,Marina Zarma,F,18.0,,,Cyprus,CYP,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 400 metres Freestyle,
267918,134042,Anita Rosa Zarnowiecki (-Mieczkovicz),F,18.0,162.0,52.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
267919,134042,Anita Rosa Zarnowiecki (-Mieczkovicz),F,18.0,162.0,52.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Individual Medley,
267920,134042,Anita Rosa Zarnowiecki (-Mieczkovicz),F,18.0,162.0,52.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 400 metres Individual Medley,
267921,134042,Anita Rosa Zarnowiecki (-Mieczkovicz),F,18.0,162.0,52.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
268036,134094,Barbora Zvadov,F,19.0,177.0,68.0,Czech Republic,CZE,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Individual Medley,
268037,134094,Barbora Zvadov,F,19.0,177.0,68.0,Czech Republic,CZE,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 400 metres Individual Medley,
268038,134094,Barbora Zvadov,F,23.0,177.0,68.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,
268039,134094,Barbora Zvadov,F,23.0,177.0,68.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,
268453,134299,"Dita elvien (Babrauskait-, -Kareckien)",F,28.0,,,Lithuania,LTU,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 50 metres Freestyle,
268454,134299,"Dita elvien (Babrauskait-, -Kareckien)",F,28.0,,,Lithuania,LTU,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Freestyle,
268455,134299,"Dita elvien (Babrauskait-, -Kareckien)",F,28.0,,,Lithuania,LTU,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Butterfly,
268498,134319,Kathryn Paige Zemina (-Northcutt),F,20.0,183.0,70.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
268547,134350,Elena Zennaro,F,14.0,167.0,57.0,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 200 metres Breaststroke,
268548,134350,Elena Zennaro,F,17.0,167.0,57.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 200 metres Breaststroke,
268549,134350,Elena Zennaro,F,17.0,167.0,57.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
268553,134353,Christin Zenner,F,17.0,174.0,61.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Backstroke,
268554,134353,Christin Zenner,F,17.0,174.0,61.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Backstroke,
268562,134356,Roza Alekseyevna Zenziveyeva,F,21.0,,,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 200 metres Breaststroke,
268566,134359,Rita Zeqiri,F,20.0,165.0,55.0,Kosovo,KOS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,
268603,134382,Aleksandra Zertsalova,F,18.0,174.0,62.0,Kyrgyzstan,KGZ,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Individual Medley,
268604,134382,Aleksandra Zertsalova,F,18.0,174.0,62.0,Kyrgyzstan,KGZ,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 400 metres Individual Medley,
268644,134396,Daryna Yurivna Zevina,F,17.0,178.0,67.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
268645,134396,Daryna Yurivna Zevina,F,17.0,178.0,67.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Backstroke,
268646,134396,Daryna Yurivna Zevina,F,17.0,178.0,67.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Backstroke,
268647,134396,Daryna Yurivna Zevina,F,21.0,178.0,67.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,
268675,134416,Zhan Shu,F,15.0,170.0,59.0,China,CHN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Backstroke,
268676,134416,Zhan Shu,F,15.0,170.0,59.0,China,CHN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Backstroke,
268677,134416,Zhan Shu,F,15.0,170.0,59.0,China,CHN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Individual Medley,
268678,134416,Zhan Shu,F,15.0,170.0,59.0,China,CHN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
268679,134416,Zhan Shu,F,19.0,170.0,59.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Backstroke,
268680,134416,Zhan Shu,F,19.0,170.0,59.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Backstroke,
268681,134416,Zhan Shu,F,19.0,170.0,59.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
268934,134553,Zhang Tianyi,F,14.0,172.0,58.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Individual Medley,
268985,134583,Zhang Xinyu,F,19.0,166.0,60.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,
268986,134583,Zhang Xinyu,F,19.0,166.0,60.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
269044,134615,Zhang Yufei,F,18.0,174.0,57.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,
269046,134617,Zhang Yuhan,F,21.0,173.0,60.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,
269047,134617,Zhang Yuhan,F,21.0,173.0,60.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,
269048,134617,Zhang Yuhan,F,21.0,173.0,60.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
269090,134645,Zhao Jin,F,24.0,176.0,69.0,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Breaststroke,
269091,134646,Zhao Jing,F,17.0,176.0,63.0,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Backstroke,
269092,134646,Zhao Jing,F,17.0,176.0,63.0,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Backstroke,
269093,134646,Zhao Jing,F,17.0,176.0,63.0,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
269094,134646,Zhao Jing,F,21.0,176.0,63.0,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Backstroke,
269095,134646,Zhao Jing,F,21.0,176.0,63.0,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
269101,134651,Zhao Kun,F,19.0,170.0,55.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
269295,134750,Svetlana Zhidko (-Levkevich),F,16.0,,,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Freestyle,
269296,134750,Svetlana Zhidko (-Levkevich),F,16.0,,,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
269297,134750,Svetlana Zhidko (-Levkevich),F,16.0,,,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
269328,134768,Nina Alexandrovna Zhivanevskaya Ilichiova,F,15.0,166.0,56.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Backstroke,
269329,134768,Nina Alexandrovna Zhivanevskaya Ilichiova,F,15.0,166.0,56.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Backstroke,
269330,134768,Nina Alexandrovna Zhivanevskaya Ilichiova,F,15.0,166.0,56.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
269331,134768,Nina Alexandrovna Zhivanevskaya Ilichiova,F,19.0,166.0,56.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Backstroke,
269332,134768,Nina Alexandrovna Zhivanevskaya Ilichiova,F,19.0,166.0,56.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Backstroke,
269333,134768,Nina Alexandrovna Zhivanevskaya Ilichiova,F,19.0,166.0,56.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
269334,134768,Nina Alexandrovna Zhivanevskaya Ilichiova,F,23.0,166.0,56.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Backstroke,Bronze
269335,134768,Nina Alexandrovna Zhivanevskaya Ilichiova,F,23.0,166.0,56.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Backstroke,
269336,134768,Nina Alexandrovna Zhivanevskaya Ilichiova,F,27.0,166.0,56.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Backstroke,
269337,134768,Nina Alexandrovna Zhivanevskaya Ilichiova,F,27.0,166.0,56.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
269338,134768,Nina Alexandrovna Zhivanevskaya Ilichiova,F,31.0,166.0,56.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Backstroke,
269339,134768,Nina Alexandrovna Zhivanevskaya Ilichiova,F,31.0,166.0,56.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
269396,134803,Zhou Min,F,18.0,172.0,64.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,
269397,134803,Zhou Min,F,18.0,172.0,64.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,
269438,134820,Zhou Yafei,F,20.0,180.0,70.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Butterfly,
269439,134820,Zhou Yafei,F,20.0,180.0,70.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Individual Medley,
269440,134820,Zhou Yafei,F,20.0,180.0,70.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
269441,134820,Zhou Yafei,F,24.0,180.0,70.0,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Butterfly,
269442,134820,Zhou Yafei,F,24.0,180.0,70.0,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
269456,134827,Zhou Yilin,F,23.0,175.0,63.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,
269490,134849,Zhu Menghui,F,17.0,177.0,62.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,
269491,134849,Zhu Menghui,F,17.0,177.0,62.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
269492,134849,Zhu Menghui,F,17.0,177.0,62.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
269495,134852,Zhu Qianwei,F,17.0,179.0,68.0,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Freestyle,
269496,134852,Zhu Qianwei,F,17.0,179.0,68.0,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
269497,134852,Zhu Qianwei,F,21.0,179.0,68.0,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,
269498,134852,Zhu Qianwei,F,21.0,179.0,68.0,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
269522,134864,Zhu Yingwen,F,22.0,173.0,67.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 50 metres Freestyle,
269523,134864,Zhu Yingwen,F,22.0,173.0,67.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
269524,134864,Zhu Yingwen,F,22.0,173.0,67.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
269525,134864,Zhu Yingwen,F,22.0,173.0,67.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
269526,134864,Zhu Yingwen,F,26.0,173.0,67.0,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
269527,134864,Zhu Yingwen,F,26.0,173.0,67.0,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Freestyle,
269528,134864,Zhu Yingwen,F,26.0,173.0,67.0,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
269542,134873,Zhuang Yong,F,16.0,172.0,68.0,China,CHN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Freestyle,Silver
269543,134873,Zhuang Yong,F,16.0,172.0,68.0,China,CHN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Freestyle,
269544,134873,Zhuang Yong,F,16.0,172.0,68.0,China,CHN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
269545,134873,Zhuang Yong,F,16.0,172.0,68.0,China,CHN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
269546,134873,Zhuang Yong,F,19.0,172.0,68.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 50 metres Freestyle,Silver
269547,134873,Zhuang Yong,F,19.0,172.0,68.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Freestyle,Gold
269548,134873,Zhuang Yong,F,19.0,172.0,68.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Freestyle,
269549,134873,Zhuang Yong,F,19.0,172.0,68.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
269655,134938,Kate Marie Ziegler,F,20.0,183.0,73.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Freestyle,
269656,134938,Kate Marie Ziegler,F,20.0,183.0,73.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 800 metres Freestyle,
269657,134938,Kate Marie Ziegler,F,24.0,183.0,73.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,
269745,134976,Sieglinda Lenk Zigler,F,17.0,,,Brazil,BRA,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 100 metres Backstroke,
269810,134994,Katja Ziliox (-Burbach),F,18.0,175.0,65.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Freestyle,
269811,134994,Katja Ziliox (-Burbach),F,18.0,175.0,65.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
269812,134994,Katja Ziliox (-Burbach),F,18.0,175.0,65.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Backstroke,
269854,135017,Suzanne Winona Zimmerman (-Edwards),F,23.0,,,United States,USA,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 100 metres Backstroke,Silver
269865,135023,Elfriede Zimmermann,F,,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Women's 200 metres Breaststroke,
269882,135028,Helga Zimmermann,F,21.0,167.0,55.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 400 metres Individual Medley,
269888,135032,Kathrin Zimmermann,F,21.0,173.0,65.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Backstroke,Silver
269942,135055,Petra Zindler (-Reinwald),F,18.0,169.0,54.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Butterfly,
269943,135055,Petra Zindler (-Reinwald),F,18.0,169.0,54.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Individual Medley,
269944,135055,Petra Zindler (-Reinwald),F,18.0,169.0,54.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
270086,135116,Loredana Zisu,F,17.0,,,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
270087,135116,Loredana Zisu,F,17.0,,,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Butterfly,
270088,135116,Loredana Zisu,F,17.0,,,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Butterfly,
270089,135116,Loredana Zisu,F,17.0,,,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
270219,135183,Flavia Zoccari,F,21.0,182.0,71.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
270250,135192,Carlotta Zofkova Costa de Saint Genix de Beauregard,F,23.0,183.0,74.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
270294,135213,Marion Zoller,F,24.0,177.0,64.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Backstroke,
270308,135221,Tatyana Vladimirovna Zolotnitskaya,F,17.0,172.0,65.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Freestyle,
270309,135221,Tatyana Vladimirovna Zolotnitskaya,F,17.0,172.0,65.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Freestyle,
270310,135221,Tatyana Vladimirovna Zolotnitskaya,F,17.0,172.0,65.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
270311,135221,Tatyana Vladimirovna Zolotnitskaya,F,17.0,172.0,65.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
270312,135222,Nataliya Zolotukhina,F,19.0,,,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Butterfly,
270313,135222,Nataliya Zolotukhina,F,19.0,,,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Butterfly,
270528,135302,Iris Zscherpe,F,17.0,174.0,55.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,
270529,135302,Iris Zscherpe,F,17.0,174.0,55.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Freestyle,
270530,135302,Iris Zscherpe,F,17.0,174.0,55.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
270618,135349,Kateryna Mykhailivna Zubkova,F,16.0,172.0,62.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Butterfly,
270619,135349,Kateryna Mykhailivna Zubkova,F,16.0,172.0,62.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
270620,135349,Kateryna Mykhailivna Zubkova,F,20.0,172.0,62.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Backstroke,
270621,135349,Kateryna Mykhailivna Zubkova,F,20.0,172.0,62.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Backstroke,
270622,135349,Kateryna Mykhailivna Zubkova,F,20.0,172.0,62.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Butterfly,
270623,135349,Kateryna Mykhailivna Zubkova,F,20.0,172.0,62.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
270725,135392,Nida Zuhal,F,21.0,,,Turkey,TUR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Butterfly,
270726,135392,Nida Zuhal,F,21.0,,,Turkey,TUR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Butterfly,
270835,135450,Teja Zupan,F,17.0,168.0,60.0,Slovenia,SLO,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 10 kilometres Open Water,
