,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
262868,131536,Carolyn Ann Woods,F,17.0,170.0,65.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Individual Medley,
262962,131582,Belinda Woosley (-Foley),F,16.0,,,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Backstroke,
263024,131614,Kelsi Worrell,F,22.0,180.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,
263025,131614,Kelsi Worrell,F,22.0,180.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
263179,131687,Camille Wright (-Thompson),F,21.0,173.0,59.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Butterfly,
263180,131687,Camille Wright (-Thompson),F,21.0,173.0,59.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Butterfly,
263181,131687,Camille Wright (-Thompson),F,21.0,173.0,59.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
263210,131705,Jane Wright,F,17.0,171.0,61.0,Canada,CAN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Breaststroke,
263211,131705,Jane Wright,F,17.0,171.0,61.0,Canada,CAN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Breaststroke,
263215,131709,"Judith ""Judy"" Wright (-McMurchy)",F,16.0,171.0,61.0,Canada,CAN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Freestyle,
263216,131709,"Judith ""Judy"" Wright (-McMurchy)",F,16.0,171.0,61.0,Canada,CAN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
263272,131742,Jean Wrigley,F,16.0,,,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 200 metres Breaststroke,
263471,131838,Wu Yanyan,F,18.0,173.0,60.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Backstroke,
263472,131838,Wu Yanyan,F,18.0,173.0,60.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Individual Medley,
263473,131838,Wu Yanyan,F,18.0,173.0,60.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 400 metres Individual Medley,
263509,131860,Herta Wunder (-Fey),F,15.0,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
263524,131868,Nathalie Wunderlich,F,21.0,170.0,50.0,Switzerland,SUI,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Backstroke,
263525,131868,Nathalie Wunderlich,F,21.0,170.0,50.0,Switzerland,SUI,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Backstroke,
263526,131868,Nathalie Wunderlich,F,21.0,170.0,50.0,Switzerland,SUI,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Individual Medley,
263572,131891,"Suzanne Wurtz (-Bert, -Voyez, -Lone)",F,19.0,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Women's 100 metres Freestyle,
263573,131891,"Suzanne Wurtz (-Bert, -Voyez, -Lone)",F,19.0,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Women's 300 metres Freestyle,
263575,131893,"Deborah Joanne ""Debby"" Wurzburger",F,18.0,167.0,59.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 800 metres Freestyle,
263664,131940,"Jennifer Susan ""Jenny"" Wylie",F,15.0,162.0,57.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 400 metres Freestyle,
263665,131941,"Wilhelmina ""Mina"" Wylie",F,20.0,,,Australasia,ANZ,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,Silver
263720,131971,Tenny Wyss,F,20.0,,,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 200 metres Breaststroke,
263724,131975,Alisa Yuzy Xalyeva,F,21.0,158.0,48.0,Azerbaijan,AZE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 50 metres Freestyle,
263756,131994,Xia Fujie,F,18.0,178.0,67.0,China,CHN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 50 metres Freestyle,
263757,131994,Xia Fujie,F,18.0,178.0,67.0,China,CHN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
263847,132033,Xin Xin,F,15.0,169.0,61.0,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,
263848,132033,Xin Xin,F,19.0,169.0,61.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 10 kilometres Open Water,
263950,132079,Xu Tianlongzi,F,17.0,168.0,56.0,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Backstroke,
263951,132079,Xu Tianlongzi,F,17.0,168.0,56.0,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
263980,132096,Xu Yanwei,F,20.0,173.0,70.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Freestyle,
263981,132096,Xu Yanwei,F,20.0,173.0,70.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
263982,132096,Xu Yanwei,F,20.0,173.0,70.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
263983,132096,Xu Yanwei,F,20.0,173.0,70.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Butterfly,
263984,132096,Xu Yanwei,F,24.0,173.0,70.0,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
263985,132096,Xu Yanwei,F,24.0,173.0,70.0,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Butterfly,
264054,132131,Aminata Aboubakar Yacoub,F,23.0,166.0,68.0,Congo (Brazzaville),CGO,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,
264147,132185,Inna Yaitskaya,F,16.0,171.0,62.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
264148,132185,Inna Yaitskaya,F,21.0,171.0,62.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
264149,132185,Inna Yaitskaya,F,21.0,171.0,62.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
264201,132216,Nataliya Yuryevna Yakovleva,F,20.0,,,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Butterfly,
264202,132216,Nataliya Yuryevna Yakovleva,F,20.0,,,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Butterfly,
264204,132218,Valentyna Yakovleva,F,17.0,163.0,66.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Butterfly,
264293,132263,Sachiko Yamada,F,17.0,176.0,61.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 400 metres Freestyle,
264294,132263,Sachiko Yamada,F,17.0,176.0,61.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 800 metres Freestyle,
264295,132263,Sachiko Yamada,F,21.0,176.0,61.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Freestyle,
264296,132263,Sachiko Yamada,F,21.0,176.0,61.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 800 metres Freestyle,
264339,132287,Misaki Yamaguchi,F,18.0,165.0,60.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
264340,132287,Misaki Yamaguchi,F,18.0,165.0,60.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
264341,132287,Misaki Yamaguchi,F,26.0,165.0,60.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
264397,132315,Noriko Yamamoto,F,20.0,160.0,65.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 200 metres Breaststroke,
264398,132315,Noriko Yamamoto,F,20.0,160.0,65.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
264432,132331,Yoko Yamamoto,F,14.0,157.0,48.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Breaststroke,
264433,132331,Yoko Yamamoto,F,14.0,157.0,48.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Breaststroke,
264434,132331,Yoko Yamamoto,F,14.0,157.0,48.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
264479,132352,Eri Yamanoi,F,17.0,165.0,54.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 400 metres Freestyle,
264480,132352,Eri Yamanoi,F,17.0,165.0,54.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 800 metres Freestyle,
264481,132352,Eri Yamanoi,F,17.0,165.0,54.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
264482,132352,Eri Yamanoi,F,17.0,165.0,54.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
264517,132374,Sadako Yamashita,F,19.0,,,Japan,JPN,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 100 metres Freestyle,
264518,132374,Sadako Yamashita,F,19.0,,,Japan,JPN,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 400 metres Freestyle,
264519,132374,Sadako Yamashita,F,19.0,,,Japan,JPN,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
264573,132394,Sachiko Yamazaki,F,14.0,152.0,40.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Freestyle,
264574,132394,Sachiko Yamazaki,F,14.0,152.0,40.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
264589,132403,Nibal Yamout,F,15.0,160.0,54.0,Lebanon,LIB,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Breaststroke,
264596,132407,Yan Hong,F,16.0,170.0,55.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,
264597,132407,Yan Hong,F,16.0,170.0,55.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Backstroke,
264598,132407,Yan Hong,F,16.0,170.0,55.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Individual Medley,
264605,132413,Yan Ming,F,18.0,168.0,56.0,China,CHN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 400 metres Freestyle,
264606,132413,Yan Ming,F,18.0,168.0,56.0,China,CHN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 800 metres Freestyle,
264607,132413,Yan Ming,F,18.0,168.0,56.0,China,CHN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 400 metres Individual Medley,
264608,132413,Yan Ming,F,22.0,168.0,56.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 400 metres Freestyle,
264609,132413,Yan Ming,F,22.0,168.0,56.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 800 metres Freestyle,
264610,132413,Yan Ming,F,22.0,168.0,56.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 400 metres Individual Medley,
264664,132442,Kaori Yanase,F,16.0,167.0,61.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,
264665,132442,Kaori Yanase,F,16.0,167.0,61.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Freestyle,
264666,132442,Kaori Yanase,F,16.0,167.0,61.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
264667,132442,Kaori Yanase,F,16.0,167.0,61.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
264729,132475,Yang Chun-Kuei,F,16.0,163.0,59.0,Chinese Taipei,TPE,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Freestyle,
264730,132475,Yang Chun-Kuei,F,20.0,163.0,59.0,Chinese Taipei,TPE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Freestyle,
264731,132475,Yang Chun-Kuei,F,20.0,163.0,59.0,Chinese Taipei,TPE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Freestyle,
264732,132475,Yang Chun-Kuei,F,20.0,163.0,59.0,Chinese Taipei,TPE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Butterfly,
264733,132475,Yang Chun-Kuei,F,20.0,163.0,59.0,Chinese Taipei,TPE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Butterfly,
264891,132551,Yang Wenyi,F,16.0,178.0,62.0,China,CHN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 50 metres Freestyle,Silver
264892,132551,Yang Wenyi,F,16.0,178.0,62.0,China,CHN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
264893,132551,Yang Wenyi,F,16.0,178.0,62.0,China,CHN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
264894,132551,Yang Wenyi,F,20.0,178.0,62.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 50 metres Freestyle,Gold
264895,132551,Yang Wenyi,F,20.0,178.0,62.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
264947,132573,Yang Yu,F,15.0,175.0,68.0,China,CHN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Freestyle,
264948,132573,Yang Yu,F,15.0,175.0,68.0,China,CHN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
264949,132573,Yang Yu,F,15.0,175.0,68.0,China,CHN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
264950,132573,Yang Yu,F,19.0,175.0,68.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Freestyle,
264951,132573,Yang Yu,F,19.0,175.0,68.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
264952,132573,Yang Yu,F,19.0,175.0,68.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
264953,132573,Yang Yu,F,23.0,175.0,68.0,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
265048,132632,Yao Yige,F,16.0,184.0,62.0,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Backstroke,
265145,132691,Helen Marie Yate,F,27.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 100 metres Backstroke,
265246,132744,Ye Shiwen,F,16.0,173.0,64.0,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
265247,132744,Ye Shiwen,F,16.0,173.0,64.0,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Individual Medley,Gold
265248,132744,Ye Shiwen,F,16.0,173.0,64.0,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 400 metres Individual Medley,Gold
265249,132744,Ye Shiwen,F,20.0,173.0,64.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,
265250,132744,Ye Shiwen,F,20.0,173.0,64.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,
265284,132765,Yuliya Andreyevna Yefimova,F,16.0,178.0,64.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Breaststroke,
265285,132765,Yuliya Andreyevna Yefimova,F,16.0,178.0,64.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Breaststroke,
265286,132765,Yuliya Andreyevna Yefimova,F,16.0,178.0,64.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
265287,132765,Yuliya Andreyevna Yefimova,F,20.0,178.0,64.0,Russia,RUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Breaststroke,
265288,132765,Yuliya Andreyevna Yefimova,F,20.0,178.0,64.0,Russia,RUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Breaststroke,Bronze
265289,132765,Yuliya Andreyevna Yefimova,F,20.0,178.0,64.0,Russia,RUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
265290,132765,Yuliya Andreyevna Yefimova,F,24.0,178.0,64.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,Silver
265291,132765,Yuliya Andreyevna Yefimova,F,24.0,178.0,64.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,Silver
265292,132765,Yuliya Andreyevna Yefimova,F,24.0,178.0,64.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
265494,132855,"Wei Ling ""Joscelin"" Yeo",F,13.0,165.0,56.0,Singapore,SGP,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 50 metres Freestyle,
265495,132855,"Wei Ling ""Joscelin"" Yeo",F,13.0,165.0,56.0,Singapore,SGP,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Freestyle,
265496,132855,"Wei Ling ""Joscelin"" Yeo",F,13.0,165.0,56.0,Singapore,SGP,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Freestyle,
265497,132855,"Wei Ling ""Joscelin"" Yeo",F,13.0,165.0,56.0,Singapore,SGP,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 400 metres Freestyle,
265498,132855,"Wei Ling ""Joscelin"" Yeo",F,13.0,165.0,56.0,Singapore,SGP,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Butterfly,
265499,132855,"Wei Ling ""Joscelin"" Yeo",F,13.0,165.0,56.0,Singapore,SGP,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Individual Medley,
265500,132855,"Wei Ling ""Joscelin"" Yeo",F,17.0,165.0,56.0,Singapore,SGP,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 50 metres Freestyle,
265501,132855,"Wei Ling ""Joscelin"" Yeo",F,17.0,165.0,56.0,Singapore,SGP,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Freestyle,
265502,132855,"Wei Ling ""Joscelin"" Yeo",F,17.0,165.0,56.0,Singapore,SGP,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Freestyle,
265503,132855,"Wei Ling ""Joscelin"" Yeo",F,17.0,165.0,56.0,Singapore,SGP,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Breaststroke,
265504,132855,"Wei Ling ""Joscelin"" Yeo",F,17.0,165.0,56.0,Singapore,SGP,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Butterfly,
265505,132855,"Wei Ling ""Joscelin"" Yeo",F,17.0,165.0,56.0,Singapore,SGP,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Individual Medley,
265506,132855,"Wei Ling ""Joscelin"" Yeo",F,21.0,165.0,56.0,Singapore,SGP,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 50 metres Freestyle,
265507,132855,"Wei Ling ""Joscelin"" Yeo",F,21.0,165.0,56.0,Singapore,SGP,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Freestyle,
265508,132855,"Wei Ling ""Joscelin"" Yeo",F,21.0,165.0,56.0,Singapore,SGP,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Breaststroke,
265509,132855,"Wei Ling ""Joscelin"" Yeo",F,21.0,165.0,56.0,Singapore,SGP,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Butterfly,
265510,132855,"Wei Ling ""Joscelin"" Yeo",F,21.0,165.0,56.0,Singapore,SGP,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Individual Medley,
265511,132855,"Wei Ling ""Joscelin"" Yeo",F,25.0,165.0,56.0,Singapore,SGP,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Butterfly,
265512,132855,"Wei Ling ""Joscelin"" Yeo",F,25.0,165.0,56.0,Singapore,SGP,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Individual Medley,
265581,132886,Yevgeniya Yermakova,F,16.0,,,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 50 metres Freestyle,
265582,132886,Yevgeniya Yermakova,F,16.0,,,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Freestyle,
265583,132886,Yevgeniya Yermakova,F,16.0,,,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
265584,132886,Yevgeniya Yermakova,F,20.0,,,Kazakhstan,KAZ,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 50 metres Freestyle,
265585,132886,Yevgeniya Yermakova,F,20.0,,,Kazakhstan,KAZ,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Freestyle,
265609,132904,Nataliya Yershova,F,17.0,175.0,55.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Backstroke,
265610,132904,Nataliya Yershova,F,17.0,175.0,55.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Backstroke,
265656,132924,Yeung Sauking,F,17.0,,,China,CHN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 100 metres Freestyle,
265657,132924,Yeung Sauking,F,17.0,,,China,CHN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 100 metres Backstroke,
265800,132998,"Yip Tsz Wa ""Yvonne""",F,13.0,157.0,47.0,Hong Kong,HKG,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Breaststroke,
265867,133024,Amber Sikosang Yobech,F,17.0,156.0,52.0,Palau,PLW,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
265891,133038,Misao Yokota,F,,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
265892,133038,Misao Yokota,F,,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Backstroke,
266076,133115,Yessy Venisia Yosaputra,F,21.0,167.0,62.0,Indonesia,INA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,
266176,133175,You Meihong,F,15.0,166.0,53.0,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 800 metres Freestyle,
266535,133336,Yu Jingyao,F,17.0,178.0,63.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,
266674,133405,Yuan Yuan,F,20.0,162.0,63.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Breaststroke,
266675,133405,Yuan Yuan,F,20.0,162.0,63.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Breaststroke,
266704,133421,Lyubov Yudina,F,19.0,168.0,50.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
266705,133421,Lyubov Yudina,F,19.0,168.0,50.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
266853,133511,Maryna Volodymyrivna Yurchenia,F,16.0,165.0,58.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Breaststroke,
266854,133511,Maryna Volodymyrivna Yurchenia,F,16.0,165.0,58.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Breaststroke,Silver
266855,133511,Maryna Volodymyrivna Yurchenia,F,16.0,165.0,58.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
267099,133626,Joanna Zachoszcz,F,23.0,177.0,66.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 10 kilometres Open Water,
267233,133700,Nicole Melanie Zahnd (-Platel),F,15.0,173.0,58.0,Switzerland,SUI,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
267234,133700,Nicole Melanie Zahnd (-Platel),F,15.0,173.0,58.0,Switzerland,SUI,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
267235,133700,Nicole Melanie Zahnd (-Platel),F,23.0,173.0,58.0,Switzerland,SUI,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
267236,133700,Nicole Melanie Zahnd (-Platel),F,23.0,173.0,58.0,Switzerland,SUI,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
267237,133700,Nicole Melanie Zahnd (-Platel),F,23.0,173.0,58.0,Switzerland,SUI,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
267251,133707,Berta Zahourek (-Blaha),F,16.0,,,Austria,AUT,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,
